codmunicipio;indativo;codunidade;nomunidade;codsetor;nomsetor;codproduto;sglunidadeproduto;nomproduto;codoperador;codgrupo;desgrupo;codsubgrupo;dessubgrupo;qde
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;2682;COMP      ;ACIDO ACETILSALICILICO 100MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;950
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;99048;FR        ;ACIDO FOLICO 0.2MG/ML SOL ORAL;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;2
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;4457;COMP      ;ACIDO FOLICO 5MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;40
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;6871;COMP      ;ALBENDAZOL 400MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;135
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;2683;FR        ;ALBENDAZOL 40MG/ML SUSP ORAL;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;22
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;9130;COMP      ;ALENDRONATO 70MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;52
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;8640;COMP      ;ALOPURINOL 100MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;55
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;6581;FR        ;BECLOMETASONA 200MCG SPRAY;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;17
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;4531;FR        ;BECLOMETASONA 250MCG SPRAY;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;13
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;9331;FR        ;BUDESONIDA 32MCG SUSP AQ NASAL;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;5
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98423;FR        ;BUDESONIDA 50MCG SUSP AQ NASAL;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;22
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98424;FR        ;BUDESONIDA 64MCG SUSP AQ NASAL;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;4
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;97590;COMP      ;CARBONATO DE CALCIO+ COLECAL  500MG  + 200UI COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;500
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98307;FR        ;CETOCONAZOL 2% SHAMPOO;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;4
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98581;FR        ;CLORETO DE SODIO 0.9% 100ML SOL. INJ.;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;21
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98582;FR        ;CLORETO DE SODIO 0.9% 250ML SOL. INJ.;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;20
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98583;FR        ;CLORETO DE SODIO 0.9% 500ML SOL. INJ.;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;6
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;1418;FR        ;CLOREXIDINA 0.12% SOL BUCAL;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;4
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;1494;TUBO      ;DEXAMETASONA 1MG\G CREME;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;26
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98709;AMP       ;DEXAMETASONA 4MG/ML SOL INJ;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;3
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;2829;FR        ;DEXCLORFENIRAMINA 0.4MG/ML SOL ORAL;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;3
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;8596;COMP      ;DEXCLORFENIRAMINA 2MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;470
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;631;COMP      ;DIPIRONA 500MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;990
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;1500;FR        ;DIPIRONA 500MG/ML SOL ORAL;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;2
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98707;FR        ;DIPIRONA SODICA 500MG/ML SOL INJ;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;18
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;9139;COMP      ;DOXAZOSINA 2MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;60
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;97725;COMP      ;DOXAZOSINA 4MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;420
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;4533;CAPS      ;FLUCONAZOL 150 MG CAPS;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;22
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98710;FR        ;FUROSEMIDA 10MG/ML SOL INJ;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;6
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;3759;COMP      ;GLIBENCLAMIDA 5MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;550
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98326;COMP      ;GLICLAZIDA 60MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;180
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98728;FR        ;GUACO 35MG/ML XAROPE;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;4
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98711;FR        ;HIDROCORTISONA 100MG/ML PO PARA SOL INJ;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;5
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;8462;FR        ;IBUPROFENO 50MG/ML SUSP ORAL;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;7
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;8643;COMP      ;IBUPROFENO 600MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;90
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;6087;COMP      ;IVERMECTINA 6MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;40
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98426;FR        ;LACTULOSE 667MG/ML SOL ORAL;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;9
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;9122;COMP      ;LEVODOPA + BENSERAZIDA 100MG + 25MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;420
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98317;DRAG      ;LEVONORGESTREL + ETINILESTRADIOL 0.15MG + 0.03MG DRAGEA;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;399
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;9394;COMP      ;LEVOTIROXINA 100MCG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;95
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;9302;COMP      ;LEVOTIROXINA 25MCG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;50
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;9412;COMP      ;LEVOTIROXINA 50 MCG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;200
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;5198;COMP      ;LORATADINA 10MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;494
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;8453;FR        ;LORATADINA 1MG/ML XAROPE;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;20
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;6583;AMP       ;MEDROXIPROGESTERONA 150MG/ML SUSP INJ;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;6
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;2716;COMP      ;METOCLOPRAMIDA 10MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;100
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;9093;FR        ;METOCLOPRAMIDA 4MG/ML SOL ORAL;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;10
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98714;AMP       ;METOCLOPRAMIDA 5MG/ML SOL INJ;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;12
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98313;TUBO      ;MICONAZOL  20MG/G CREM DERM;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;8
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;97919;BISNAGA   ;MICONAZOL 20MG/G CREM VAGI;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;10
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;4319;COMP      ;NORETISTERONA 0.35MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;140
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;4318;AMP       ;NORETISTERONA + ESTRADIOL 50MG/ML + 5 MG/ML SOL INJ;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;13
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;4716;COMP      ;OMEPRAZOL 20MG CAPS;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;54
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;97717;COMP      ;ONDANSETRONA 4MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;150
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98535;COMP      ;ONDANSETRONA 8MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;49
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;3042;FR        ;PARACETAMOL 200MG/ML SOL ORAL;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;9
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;1480;COMP      ;PARACETAMOL 500MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;240
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98328;FR        ;PREDNISOLONA 3MG/ML SUSP ORAL;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;12
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;1373;COMP      ;PREDNISONA 20MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;130
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98427;COMP      ;PREDNISONA 5MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;75
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;1486;COMP      ;PROMETAZINA 25MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;80
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98345;FR        ;PROMETAZINA 25MG/ML SOL INJ;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;7
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;4320;PCT       ;SAIS PARA REIDRATACAO ORAL;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;3
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;4714;FR        ;SALBUTAMOL 100MCG/DOSE SPRAY;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;17
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;99010;BISNAGA   ;SULFADIAZINA DE PRATA 10MG/G CREME DERM;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;5
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98339;FR        ;SULFATO FERROSO 125MG/ML SOL ORAL;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;7
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;1488;COMP      ;SULFATO FERROSO 40MG COMP;685;1;MEDICAMENTOS BÁSICOS;0;MEDICAMENTOS BASICOS;100
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;8630;COMP      ;AMITRIPTILINA 25MG COMP;685;1;MEDICAMENTOS BÁSICOS;1;CONTROLADOS PORTARIA 344;380
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;9132;COMP      ;AMITRIPTILINA 75 MG COMP;685;1;MEDICAMENTOS BÁSICOS;1;CONTROLADOS PORTARIA 344;30
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;1496;COMP      ;CARBAMAZEPINA 200MG COMP;685;1;MEDICAMENTOS BÁSICOS;1;CONTROLADOS PORTARIA 344;520
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;2827;FR        ;CARBAMAZEPINA 20MG/ML SUSP ORAL;685;1;MEDICAMENTOS BÁSICOS;1;CONTROLADOS PORTARIA 344;4
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;4708;FR        ;CLONAZEPAM 2.5MG/ML SOL ORAL;685;1;MEDICAMENTOS BÁSICOS;1;CONTROLADOS PORTARIA 344;12
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98311;COMP      ;DIAZEPAM 10MG COMP;685;1;MEDICAMENTOS BÁSICOS;1;CONTROLADOS PORTARIA 344;140
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98318;COMP      ;FENITOINA 100MG COMP;685;1;MEDICAMENTOS BÁSICOS;1;CONTROLADOS PORTARIA 344;220
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;1502;COMP      ;FENOBARBITAL 100MG COMP;685;1;MEDICAMENTOS BÁSICOS;1;CONTROLADOS PORTARIA 344;560
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;4694;CAPS      ;FLUOXETINA 20MG CAPS;685;1;MEDICAMENTOS BÁSICOS;1;CONTROLADOS PORTARIA 344;330
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;8628;COMP      ;HALOPERIDOL 5MG COMP;685;1;MEDICAMENTOS BÁSICOS;1;CONTROLADOS PORTARIA 344;140
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;8641;CAPS      ;NORTRIPTILINA 25MG CAPS;685;1;MEDICAMENTOS BÁSICOS;1;CONTROLADOS PORTARIA 344;480
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;9113;CAPS      ;VALPROATO DE SODIO 250MG CAPS;685;1;MEDICAMENTOS BÁSICOS;1;CONTROLADOS PORTARIA 344;100
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;9114;CAPS      ;VALPROATO DE SODIO 500MG COMP;685;1;MEDICAMENTOS BÁSICOS;1;CONTROLADOS PORTARIA 344;300
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;1457;FR        ;AMOXICILINA 250MG/5ML PO PARA SUSP ORAL;685;1;MEDICAMENTOS BÁSICOS;2;ANTIBIOTICOS;2
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;3030;CAPS      ;AMOXICILINA 500MG CAPS;685;1;MEDICAMENTOS BÁSICOS;2;ANTIBIOTICOS;206
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98059;FR        ;AMOXICILINA + CLAV. POTASSIO 250MG/5ML + 62.5MG/5ML SUSP ORAL;685;1;MEDICAMENTOS BÁSICOS;2;ANTIBIOTICOS;15
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;4913;COMP      ;AMOXICILINA + CLAV. POTASSIO 500MG + 125MG COMP;685;1;MEDICAMENTOS BÁSICOS;2;ANTIBIOTICOS;51
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;4536;FR        ;AZITROMICINA 200MG/5ML PO PARA SUSP ORAL;685;1;MEDICAMENTOS BÁSICOS;2;ANTIBIOTICOS;3
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;4535;COMP      ;AZITROMICINA 500MG COMP;685;1;MEDICAMENTOS BÁSICOS;2;ANTIBIOTICOS;40
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;2835;AMP       ;BENZILPENICILINA BENZATINA 600.000 UI SUSP INJ;685;1;MEDICAMENTOS BÁSICOS;2;ANTIBIOTICOS;4
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;1462;COMP      ;CEFALEXINA 500MG COMP;685;1;MEDICAMENTOS BÁSICOS;2;ANTIBIOTICOS;682
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98918;FR        ;CEFALEXINA  50MG/ML PO PARA SUSP ORAL;685;1;MEDICAMENTOS BÁSICOS;2;ANTIBIOTICOS;2
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98306;FR        ;CEFTRIAXONA 1G SOL INJ ;685;1;MEDICAMENTOS BÁSICOS;2;ANTIBIOTICOS;34
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;5084;COMP      ;CLARITROMICINA 500MG COMP;685;1;MEDICAMENTOS BÁSICOS;2;ANTIBIOTICOS;160
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;2833;TUBO      ;METRONIDAZOL 100MG/G GEL VAGINAL;685;1;MEDICAMENTOS BÁSICOS;2;ANTIBIOTICOS;3
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;3762;COMP      ;METRONIDAZOL 250MG COMP;685;1;MEDICAMENTOS BÁSICOS;2;ANTIBIOTICOS;24
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;5085;CAPS      ;NITROFURANTOINA 100MG CAPS;685;1;MEDICAMENTOS BÁSICOS;2;ANTIBIOTICOS;203
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98705;FR        ;BUTILBROMETO DE ESCOPOLAMINA 20 MG/ML SOL INJ;685;1;MEDICAMENTOS BÁSICOS;4;COMPRAS NAO PADRONIZADOS;9
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;99360;AMP       ;CETOPROFENO 100MG;685;1;MEDICAMENTOS BÁSICOS;4;COMPRAS NAO PADRONIZADOS;5
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98706;AMP       ;CETOPROFENO 50MG/ML INJ;685;1;MEDICAMENTOS BÁSICOS;4;COMPRAS NAO PADRONIZADOS;5
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98760;AMP       ;COMPLEXO B SOL INJ ;685;1;MEDICAMENTOS BÁSICOS;4;COMPRAS NAO PADRONIZADOS;10
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;97810;COMP      ;ANLODIPINO 10MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;300
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;6312;COMP      ;ANLODIPINO 5MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;575
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;1492;COMP      ;ATENOLOL 50MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;400
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;1495;COMP      ;CAPTOPRIL 25MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;1066
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;8646;COMP      ;CARVEDILOL 12.5MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;360
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;9105;COMP      ;CARVEDILOL 25MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;360
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;8645;COMP      ;CARVEDILOL 3.125MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;450
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98305;COMP      ;CARVEDILOL 6.25MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;360
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;98340;COMP      ;ENALAPRIL 10MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;120
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;9106;COMP      ;ENALAPRIL 20 MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;2020
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;8647;COMP      ;ESPIRONOLACTONA 25MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;150
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;637;COMP      ;FUROSEMIDA 40MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;280
3168002;S;92;FARMACIA UAPS MARY TATIANE ANTUNES LOPES;14;FARMACIA SATELITE;9102;COMP      ;GLICLAZIDA 30MG COMP;685;1;MEDICAMENTOS BÁSICOS;8;HIPERTENSÃO. DIABÉTES E COLESTEROL;90
